"id","PCC","AgencyName","GDSGroup","GDS","IATA","TVPNewBusinessExecutive","TVPAccountManagerExecutive","BusinessType","City","UF","Region","MIDT","TSO2013","TSO2014","TSO2015","TSO12Months"
"8MOF5756556","8MOF","BARCELO B-CORPORATE BUSINESS","SAB","SAB","5756556","PROSPECT","PROSPECT","CORPORATE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"HX9G9977676","HX9G","BARCELO B-CORPORATE BUSINESS","SAB","SAB","9977676","PROSPECT","PROSPECT","CORPORATE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"YC1G5798771","YC1G","PRUDENCIAL EMPREENDI. E PARTICIPACOES","SAB","SAB","5798771","PROSPECT","RICARDO","CORPORATE","NITEROI","RJ","SUDESTE","3.986","          -   ","          -   ","          -   ","  "
"RECB221130000000","RECB22113","SKYTEAM","AMA","AMA","0000000","MARCIA","ROSANA","CONSOLIDATOR","RECIFE","PE","NORDESTE","7.554","          -   ","          -   ","          -   ","  "
"6EG29999999","6EG2","SKYTEAM","TVP","GAL","9999999","MARCIA","ROSANA","CONSOLIDATOR","SAO PAULO","SP","SUDESTE","7","        180 ","          93 ","            2 ","  "
"W9B95752440","W9B9","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","6.014","          -   ","          -   ","          -   ","  "
"NATB221155750573","NATB22115","HARABELLO PASSAGENS E TURISMO ","AMA","AMA","5750573","PROSPECT","DANIEL","LEISURE","NATAL","RN","NORDESTE","3.155","          -   ","          -   ","          -   ","  "
"SAO2S21060000000","SAO2S2106","STB","AMA","AMA","0000000","PROSPECT","RENATA","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","-6","          -   ","          -   ","          -   ","  "
"RECB221215750348","RECB22121","PONTUAL AGENCIA  VIAGENS E TURISMO ","AMA","AMA","5750348","PROSPECT","DANIEL","LEISURE","RECIFE","PE","NORDESTE","5.949","          -   ","          -   ","          -   ","  "
"NATB2210E0000000","NATB2210E","MARSANS - EXPANDIR ","AMA","AMA","0000000","PROSPECT","RICARDO","TOUR OPERATOR","NATAL","RN","NORDESTE","0","          -   ","          -   ","          -   ","  "
"CAU1T31000000000","CAU1T3100","TAM VIAGENS","AMA","AMA","0000000","OTHER","OTHER","TOUR OPERATOR","CARUARU","PE","NORDESTE","0","          -   ","          -   ","          -   ","  "
"7XXG5754116","7XXG","4BTS FOUR BUSINESS PRESC VIAGE","SAB","SAB","5754116","PROSPECT","RICARDO","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","111","          -   ","          -   ","          -   ","  "
"5F739999999","5F73","AGENTWARE INC","TVP","GAL","9999999","PROSPECT","PROSPECT","LEISURE","JUNDIAI ","SP","SUDESTE","-1","          -   ","          -   ","          -   ","  "
"G6EH5755800","G6EH","BUSINESS TRAVEL MANAGEMENT LTD","SAB","SAB","5755800","PROSPECT","RICARDO","CORPORATE","BELO HORIZONTE","MG","SUDESTE","7.319","","          -   ","          -   ",""
"SJKB221090000000","SJKB22109","CLAUTOUR","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","SAO JOSE DOS CAMPOS","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"A0Q9999999","A0Q","CN2 VIAGENS E TURISMO","TVP","GAL","9999999","MARCELO","MARCELO","LEISURE","SAO PAULO","SP","SUDESTE","6.974","     1.502 ","     5.340 ","     5.676 ","  "
"RIOB2215W5755675","RIOB2215W","HOTEL URBANO VIAGENS E TURISMO S.A.","AMA","AMA","5755675","PROSPECT","RICARDO","Othrs","RIO DE JANEIRO","RJ","SUDESTE","7.802","          -   ","          -   ","          -   ","  "
"5R9G9999999","5R9G","MURALHA AGENCIA DE TURISMO E V","SAB","SAB","9999999","PROSPECT","RENATA","LEISURE","SAO PAULO","SP","SUDESTE","11.843","          -   ","          -   ","          -   ","  "
"Q3KH9999999","Q3KH","OPUS VIAGENS E EVENTOS LTDA -","SAB","SAB","9999999","PROSPECT","RENATA","LEISURE","SAO PAULO","SP","SUDESTE","4.243","","          -   ","          -   ",""
"0T0G9999999","0T0G","PRIVILEGE TURISMO LTDA - ME","SAB","SAB","9999999","PROSPECT","DANIEL","LEISURE","LONDRINA","PR","SUL","4.515","          -   ","          -   ","          -   ","  "
"7FH29999999","7FH2","S A AGENCIA DE VIAGENS","TVP","GAL","9999999","WILLIAM","WILLIAM","Othrs","FLORIANOPOLIS","SC","SUL","3.015","     1.370 ","     3.009 ","        286 ","          60 "
"F6NC5752440","F6NC","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","5.981","          -   ","          -   ","          -   ","  "
"I7IH5755805","I7IH","TVLX VIGENS E TURISMO LTDA","SAB","SAB","5755805","PROSPECT","KELLY","LEISURE","SAO CAETANO DO SUL","SP","SUDESTE","6.418","","          -   ","          -   ",""
"7HO99999999","7HO9","YES TRAVEL","TVP","GAL","9999999","MARCELO","MARCELO","LEISURE","SAO PAULO","SP","SUDESTE","7.411","","     6.862 ","        697 ",""
"94YG9999999","94YG","YU CHUNHUA - ME","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","5.868","          -   ","          -   ","          -   ","  "
"RIOB221640000000","RIOB22164","SKYTEAM","AMA","AMA","0000000","MARCIA","FERNANDA","CONSOLIDATOR","RIO DE JANEIRO","RJ","SUDESTE","3.951","          -   ","          -   ","          -   ","  "
"7XUG5751490","7XUG","TOP SERVICE INCENTIVE TRAVE","SAB","SAB","5751490","PROSPECT","RENATA","CORPORATE","BARUERI","SP","SUDESTE","7.591","          -   ","          -   ","          -   ","  "
"ZZ9G5751490","ZZ9G","TOP SERVICE INCENTIVE TRAVE","SAB","SAB","5751490","PROSPECT","RENATA","CORPORATE","BARUERI","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"W6OG5752765","W6OG","CWT","SAB","SAB","5752765","PROSPECT","RENATA","CORPORATE","PORTO ALEGRE","RS","SUL","19.280","","          -   ","          -   ",""
"2UDG5753516","2UDG","MARINGA","SAB","SAB","5753516","PROSPECT","RENATA","CORPORATE","BARUERI","SP","SUDESTE","10.011","          -   ","          -   ","          -   ","  "
"T08F5797922","T08F","MARINGA","SAB","SAB","5797922","PROSPECT","RENATA","CORPORATE","SAO PAULO","SP","SUDESTE","1.711","          -   ","          -   ","          -   ","  "
"BSBB228AT5789889","BSBB228AT","TRIPS PASSAGENS E TURISMO ","AMA","AMA","5789889","PROSPECT","PROSPECT","CORPORATE","BRASILIA","DF","CENTRO-OESTE","0","          -   ","          -   ","          -   ","  "
"15HG9999999","15HG","BALLONI DAVILA AGEN DE VGENS E TUR","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","257","          -   ","          -   ","          -   ","  "
"SAOB221K00000000","SAOB221K0","BALLONI DAVILA AGEN DE VGENS E TUR","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","698","          -   ","          -   ","          -   ","  "
"RECB2210P5750822","RECB2210P","GS TRAVEL","AMA","AMA","5750822","WILLIAM","WILLIAM","CONSOLIDATOR","RECIFE","PE","NORDESTE","14.585","          -   ","          -   ","          -   ","  "
"40Q55751067","40Q5","MARKTUR","SAB","SAB","5751067","ROSANA","ROSANA","LEISURE","FLORIANOPOLIS","SC","SUL","36","          -   ","          -   ","          -   ","  "
"D2EG5752823","D2EG","KONTIK","SAB","SAB","5752823","PROSPECT","KELLY","CORPORATE","SAO PAULO","SP","SUDESTE","1.207","          -   ","          -   ","          -   ","  "
"D2AG5754771","D2AG","KONTIK","SAB","SAB","5754771","PROSPECT","KELLY","CORPORATE","SAO PAULO","SP","SUDESTE","22.866","          -   ","          -   ","          -   ","  "
"D1XG5755255","D1XG","KONTIK","SAB","SAB","5755255","PROSPECT","KELLY","CORPORATE","SAO PAULO","SP","SUDESTE","3.386","          -   ","          -   ","          -   ","  "
"QV39999999","QV3","ABREUTUR","TVP","GAL","9999999","FERNANDA","ROSANA","TOUR OPERATOR","BELO HORIZONTE","MG","SUDESTE","8.490","     6.311 ","     7.389 ","     4.669 ","  "
"SSAB2211U5752326","SSAB2211U","ADVANCE","AMA","AMA","5752326","MARCELO","FERNANDA","CONSOLIDATOR","SALVADOR","BA","NORDESTE","32.437","          -   ","          -   ","          -   ","  "
"RECB221025752354","RECB22102","ADVANCE","AMA","AMA","5752354","MARCELO","WILLIAM","CONSOLIDATOR","RECIFE","PE","NORDESTE","31.721","          -   ","          -   ","          -   ","  "
"BSBB221105752564","BSBB22110","ADVANCE","AMA","AMA","5752564","MARCELO","ROSANA","CONSOLIDATOR","BRASILIA","DF","CENTRO-OESTE","38.815","          -   ","          -   ","          -   ","  "
"BHZB2214D5751910","BHZB2214D","ADVANCE","AMA","AMA","5751910","MARCELO","ROSANA","CONSOLIDATOR","BELO HORIZONTE","MG","SUDESTE","56.163","          -   ","          -   ","          -   ","  "
"H7AC5751910","H7AC","ADVANCE","SAB","SAB","5751910","MARCELO","ROSANA","CONSOLIDATOR","BELO HORIZONTE","MG","SUDESTE","20.919","          -   ","          -   ","          -   ","  "
"75TA5751918","75TA","ADVANCE","SAB","SAB","5751918","MARCELO","MARCIA","CONSOLIDATOR","MARINGA","PR","SUL","11.324","          -   ","          -   ","          -   ","  "
"U3Z35750306","U3Z3","ADVANCE","SAB","SAB","5750306","MARCELO","MARCIA","CONSOLIDATOR","CURITIBA","PR","SUL","11.654","          -   ","          -   ","          -   ","  "
"4AZF5752546","4AZF","ADVANCE","SAB","SAB","5752546","MARCELO","ROSANA","CONSOLIDATOR","UBERLANDIA","MG","SUDESTE","7.234","          -   ","          -   ","          -   ","  "
"8MEF5752564","8MEF","ADVANCE","SAB","SAB","5752564","MARCELO","ROSANA","CONSOLIDATOR","BRASILIA","DF","CENTRO-OESTE","10.780","          -   ","          -   ","          -   ","  "
"6C855751245","6C85","ADVANCE","SAB","SAB","5751245","MARCELO","MARCIA","CONSOLIDATOR","LONDRINA","PR","SUL","2.413","          -   ","          -   ","          -   ","  "
"UDIB2210A5752546","UDIB2210A","ADVANCE","AMA","AMA","5752546","MARCELO","ROSANA","CONSOLIDATOR","UBERLANDIA","MG","SUDESTE","17.044","          -   ","          -   ","          -   ","  "
"86EC5752326","86EC","ADVANCE","SAB","SAB","5752326","MARCELO","FERNANDA","CONSOLIDATOR","SALVADOR","BA","NORDESTE","5.911","          -   ","          -   ","          -   ","  "
"GYNB2210W5755339","GYNB2210W","ADVANCE","AMA","AMA","5755339","MARCELO","ROSANA","CONSOLIDATOR","GOIANIA","GO","CENTRO-OESTE","34.077","          -   ","          -   ","          -   ","  "
"E1XF5752354","E1XF","ADVANCE","SAB","SAB","5752354","MARCELO","WILLIAM","CONSOLIDATOR","RECIFE","PE","NORDESTE","8.115","          -   ","          -   ","          -   ","  "
"95PF5755339","95PF","ADVANCE","SAB","SAB","5755339","MARCELO","ROSANA","CONSOLIDATOR","GOIANIA","GO","CENTRO-OESTE","3.764","          -   ","          -   ","          -   ","  "
"CWBB221175750306","CWBB22117","ADVANCE","AMA","AMA","5750306","MARCELO","MARCIA","CONSOLIDATOR","CURITIBA","PR","SUL","28.053","          -   ","          -   ","          -   ","  "
"MGFB221015751918","MGFB22101","ADVANCE","AMA","AMA","5751918","MARCELO","MARCIA","CONSOLIDATOR","MARINGA","PR","SUL","19.401","          -   ","          -   ","          -   ","  "
"LDBB2210X5751245","LDBB2210X","ADVANCE","AMA","AMA","5751245","MARCELO","MARCIA","CONSOLIDATOR","LONDRINA","PR","SUL","11.788","          -   ","          -   ","          -   ","  "
"VIXB221025755871","VIXB22102","ADVANCE","AMA","AMA","5755871","MARCELO","SAMANTHA","CONSOLIDATOR","VITORIA","ES","SUDESTE","10.371","","          -   ","          -   ",""
"BHZB2210K5752421","BHZB2210K","AGENCIA TOURSTAR ","AMA","AMA","5752421","PROSPECT","PROSPECT","CONSOLIDATOR","BELO HORIZONTE","MG","SUDESTE","0","          -   ","          -   ","          -   ","  "
"9J3F5752421","9J3F","AGENCIA TOURSTAR ","SAB","SAB","5752421","PROSPECT","PROSPECT","CONSOLIDATOR","BELO HORIZONTE","MG","SUDESTE","0","          -   ","          -   ","          -   ","  "
"BHZB2211Q5752421","BHZB2211Q","AGENCIA TOURSTAR ","AMA","AMA","5752421","PROSPECT","PROSPECT","CONSOLIDATOR","RIO DE JANEIRO","RJ","SUDESTE","0","          -   ","          -   ","          -   ","  "
"5I5O5750185","5I5O","AGUIA DE HAIA VIAGENS E","TVP","GAL","5750185","WILLIAM","WILLIAM","TOUR OPERATOR"," SALVADOR ","BA","NORDESTE","2.158","     4.699 ","     3.425 ","     1.074 ","     4.800 "
"SAOB221HK5750849","SAOB221HK","AKTUAL VIAGENS E TURISMO ","AMA","AMA","5750849","PROSPECT","RENATA","LEISURE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"69AG9999999","69AG","ALL FLAGS VIAGENS E TURISMO","SAB","SAB","9999999","PROSPECT","RICARDO","LEISURE","GOIANIA","GO"," CENTRO-OESTE","4.877","          -   ","          -   ","          -   ","          -   "
"2S2C5750115","2S2C","ALLIANCE TRAVEL TURISMO . (MIX Operadora)","SAB","SAB","5750115","PROSPECT","KELLY","LEISURE","CAMPINAS","SP","SUDESTE","11.164","          -   ","          -   ","          -   ","  "
"SAOB221KC5733333","SAOB221KC","AMADEUS","AMA","AMA","5733333","TESTE","TESTE","Othrs","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"71VT5750514","71VT","AMADEUS","TVP","GAL","5750514","MARCELO","MARCELO","CORPORATE","JUNDIAI","SP","SUDESTE","5.392","     1.806 ","     1.484 ","        277 ","     1.704 "
"2OF25750557","2OF2","ATIVA TURISMO","SAB","SAB","5750557","PROSPECT","RENATA","LEISURE","SAO PAULO","SP","SUDESTE","2.619","          -   ","          -   ","          -   ","  "
"3TP45752321","3TP4","ATRAPALO BRASIL AGENCIA DE VIA","TVP","GAL","5752321","ROSANA","ROSANA","OTA","SAO PAULO","SP","SUDESTE","8.683","     2.358 ","     4.587 ","     2.822 ","  "
"Z8345755970","Z834","BELVITUR","SAB","SAB","5755970","PROSPECT","RICARDO","CORPORATE","BELO HORIZONTE","MG","SUDESTE","36.625","          -   ","          -   ","          -   ","  "
"5A0N9999999","5A0N","CAPTANIA AGENCIA DE VIAGENS E","TVP","GAL","9999999","WILLIAM","WILLIAM","LEISURE","SAO PAULO","SP","SUDESTE","1.728","     1.246 ","     1.269 ","            3 ","        240 "
"51AJ9999999","51AJ","CI","TVP","GAL","9999999","SAMANTHA","MARCIA","TOUR OPERATOR","CURITIBA","PR","SUL","3.335","     4.065 ","     2.938 ","        784 ","  "
"CGBB221065750205","CGBB22106","CONFIANCA TURISMO","AMA","AMA","5750205","ROSANA","ROSANA","CONSOLIDATOR","CUIABA","MT","CENTRO-OESTE","44.738","          -   ","          -   ","          -   ","  "
"8YH55750205","8YH5","CONFIANCA TURISMO","SAB","SAB","5750205","ROSANA","ROSANA","CONSOLIDATOR","CUIABA","MT","CENTRO-OESTE","33.094","          -   ","          -   ","          -   ","  "
"9QZ55797241","9QZ5","CONFIANCA TURISMO","SAB","SAB","5797241","ROSANA","WILLIAM","CONSOLIDATOR","CAMPO GRANDE","MS","CENTRO-OESTE","8.455","          -   ","          -   ","          -   ","  "
"CGBB221035751619","CGBB22103","CONFIANCA TURISMO","AMA","AMA","5751619","ROSANA","ROSANA","CONSOLIDATOR","CUIABA","MT","CENTRO-OESTE","4.392","          -   ","          -   ","          -   ","  "
"VS8B5751619","VS8B","CONFIANCA TURISMO","SAB","SAB","5751619","ROSANA","ROSANA","CONSOLIDATOR","CUIABA","MT","CENTRO-OESTE","3.227","          -   ","          -   ","          -   ","  "
"76KO5750205","76KO","CONFIANCA TURISMO","TVP","GAL","5750205","ROSANA","ROSANA","CONSOLIDATOR","CUIABA","MT","CENTRO-OESTE","9.639","     7.940 ","     8.797 ","     3.832 ","    12.996 "
"AX9C5750205","AX9C","CONFIANCA TURISMO","SAB","SAB","5750205","ROSANA","ROSANA","CONSOLIDATOR","CUIABA","MT","CENTRO-OESTE","0","          -   ","          -   ","          -   ","  "
"S1KG9976467","S1KG","COPASTUR","SAB","SAB","9976467","ROSANA","WILLIAM","CORPORATE","CRAVINHOS","SP","SUDESTE","2.213","          -   ","          -   ","          -   ","  "
"F8ZG5754525","F8ZG","COPASTUR","SAB","SAB","5754525","ROSANA","ROSANA","CORPORATE","SAO PAULO","SP","SUDESTE","30.925","          -   ","          -   ","          -   ","  "
"99PF5754525","99PF","COPASTUR","SAB","SAB","5754525","ROSANA","ROSANA","CORPORATE","SAO PAULO","SP","SUDESTE","12.413","          -   ","          -   ","          -   ","  "
"H5VG5797787","H5VG","COPASTUR","SAB","SAB","5797787","ROSANA","ROSANA","CORPORATE","SAO PAULO","SP","SUDESTE","5.887","          -   ","          -   ","          -   ","  "
"H4VG9975364","H4VG","COPASTUR","SAB","SAB","9975364","ROSANA","ROSANA","CORPORATE","SAO PAULO","SP","SUDESTE","7.555","          -   ","          -   ","          -   ","  "
"H5DG9973211","H5DG","COPASTUR","SAB","SAB","9973211","ROSANA","ROSANA","CORPORATE","SAO PAULO","SP","SUDESTE","735","          -   ","          -   ","          -   ","  "
"H5TG5703848","H5TG","COPASTUR","SAB","SAB","5703848","ROSANA","ROSANA","CORPORATE","SAO PAULO","SP","SUDESTE","862","          -   ","          -   ","          -   ","  "
"G9SG5754525","G9SG","COPASTUR","SAB","SAB","5754525","ROSANA","ROSANA","CORPORATE","SAO PAULO","SP","SUDESTE","5.665","          -   ","          -   ","          -   ","  "
"H5GG9976468","H5GG","COPASTUR","SAB","SAB","9976468","ROSANA","ROSANA","CORPORATE","SAO PAULO","SP","SUDESTE","6.212","          -   ","          -   ","          -   ","  "
"SAOB221GZ5754525","SAOB221GZ","COPASTUR","AMA","AMA","5754525","ROSANA","ROSANA","CORPORATE","SAO PAULO","SP","SUDESTE","4.244","          -   ","          -   ","          -   ","  "
"H5BG5704624","H5BG","COPASTUR","SAB","SAB","5704624","ROSANA","ROSANA","CORPORATE","SAO PAULO","SP","SUDESTE","3.537","          -   ","          -   ","          -   ","  "
"H5FG9974835","H5FG","COPASTUR","SAB","SAB","9974835","ROSANA","ROSANA","CORPORATE","SAO PAULO","SP","SUDESTE","4.376","          -   ","          -   ","          -   ","  "
"L81F5754525","L81F","COPASTUR","SAB","SAB","5754525","ROSANA","ROSANA","CORPORATE","SAO PAULO","SP","SUDESTE","8.689","          -   ","          -   ","          -   ","  "
"H2MG5751775","H2MG","COPASTUR","SAB","SAB","5751775","ROSANA","ROSANA","CORPORATE","SAO PAULO","SP","SUDESTE","11.694","          -   ","          -   ","          -   ","  "
"RIOB221115750919","RIOB22111","CP TURISMO ","AMA","AMA","5750919","PROSPECT","RICARDO","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","3.498","          -   ","          -   ","          -   ","  "
"BSBB2210B0000000","BSBB2210B","CP TURISMO ","AMA","AMA","0000000","PROSPECT","RICARDO","LEISURE","BRASILIA","DF","CENTRO-OESTE","0","          -   ","          -   ","          -   ","  "
"9ABF5752591","9ABF","CWT","SAB","SAB","5752591","PROSPECT","RENATA","CORPORATE","PORTO ALEGRE","RS","SUL","4.847","          -   ","          -   ","          -   ","  "
"2F1G5755751","2F1G","CWT","SAB","SAB","5755751","PROSPECT","RENATA","CORPORATE","BELO HORIZONTE","MG","SUDESTE","18.090","          -   ","          -   ","          -   ","  "
"CFJ9923122","CFJ","EDESTINOS","TVP","GAL","9923122","WILLIAM","WILLIAM","OTA","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"3KIC5752074","3KIC","VIAGENS MASTER","SAB","SAB","5752074","ROSANA","ROSANA","TOUR OPERATOR","BELO HORIZONTE","MG","SUDESTE","-16","          -   ","          -   ","          -   ","  "
"RIOB221X10000000","RIOB221X1","EM TEMPO VIAGENS E TURIS","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","823","          -   ","          -   ","          -   ","  "
"SAOB221FK5752545","SAOB221FK","ERETZ TUR VIAGENS E TURISMO ","AMA","AMA","5752545","ROSANA","ROSANA","LEISURE","SAO PAULO","SP","SUDESTE","2.603","          -   ","          -   ","          -   ","  "
"BSBB2212Y5752427","BSBB2212Y","ESFERATUR","AMA","AMA","5752427","MARCIA","ROSANA","CONSOLIDATOR","BRASILIA","DF","CENTRO-OESTE","3.750","          -   ","          -   ","          -   ","  "
"O68F5752427","O68F","ESFERATUR","SAB","SAB","5752427","MARCIA","ROSANA","CONSOLIDATOR","BRASILIA","DF","CENTRO-OESTE","4.999","          -   ","          -   ","          -   ","  "
"G67G5752757","G67G","ESFERATUR","SAB","SAB","5752757","MARCIA","ROSANA","CONSOLIDATOR","GOIANIA","GO","CENTRO-OESTE","4.771","          -   ","          -   ","          -   ","  "
"5B2Y5752768","5B2Y","ESFERATUR","TVP","GAL","5752768","MARCIA","MARCELO","CONSOLIDATOR","RIBEIRAO PRETO","SP","SUDESTE","7.145","     1.521 ","     7.200 ","        705 ","  "
"A825755697","A82","ESFERATUR","TVP","GAL","5755697","MARCIA","MARCELO","CONSOLIDATOR","CAMPINAS","SP","SUDESTE","29.964","        190 ","    29.583 ","     4.178 ","  "
"3F1W5751965","3F1W","ESFERATUR","TVP","GAL","5751965","MARCIA","MARCELO","CONSOLIDATOR","SAO PAULO","SP","SUDESTE","2.380","     6.634 ","     3.775 ","     1.021 ","  "
"T4AG5750423","T4AG","ESTACAO DE TURISMO E VIAGENS L","SAB","SAB","5750423","ROSANA","ROSANA","CORPORATE","BELO HORIZONTE","MG","SUDESTE","2.607","          -   ","          -   ","          -   ","  "
"3QFB5751055","3QFB","FLYTOUR","SAB","SAB","5751055","SAMANTHA","ROSANA","CONSOLIDATOR","CUIABA","MT","CENTRO-OESTE","7.036","          -   ","          -   ","          -   ","  "
"3QAB5751729","3QAB","FLYTOUR","SAB","SAB","5751729","SAMANTHA","MARCELO","CONSOLIDATOR","MANAUS","AM","NORTE","2.993","          -   ","          -   ","          -   ","  "
"3QDB5751503","3QDB","FLYTOUR","SAB","SAB","5751503","SAMANTHA","MARCIA","CONSOLIDATOR","CURITIBA","PR","SUL","11.566","          -   ","          -   ","          -   ","  "
"3QEB5751562","3QEB","FLYTOUR","SAB","SAB","5751562","SAMANTHA","WILLIAM","CONSOLIDATOR","CAMPO GRANDE","MS","CENTRO-OESTE","3.987","          -   ","          -   ","          -   ","  "
"FORFJ21005751362","FORFJ2100","FLYTOUR","AMA","AMA","5751362","SAMANTHA","WILLIAM","CONSOLIDATOR","FORTALEZA","CE","NORDESTE","8.354","          -   ","          -   ","          -   ","  "
"JPAB2210T5700944","JPAB2210T","FLYTOUR","AMA","AMA","5700944","SAMANTHA","WILLIAM","CONSOLIDATOR","JOAO PESSOA","PB","NORDESTE","2.085","          -   ","          -   ","          -   ","  "
"K9IC5797237","K9IC","FLYTOUR","SAB","SAB","5797237","SAMANTHA","FERNANDA","CONSOLIDATOR","SALVADOR","BA","NORDESTE","2.534","          -   ","          -   ","          -   ","  "
"CWBFJ21065751503","CWBFJ2106","FLYTOUR","AMA","AMA","5751503","SAMANTHA","MARCIA","CONSOLIDATOR","CURITIBA","PR","SUL","2.675","          -   ","          -   ","          -   ","  "
"MAOFJ21055751729","MAOFJ2105","FLYTOUR","AMA","AMA","5751729","SAMANTHA","MARCELO","CONSOLIDATOR","MANAUS","AM","NORTE","7.326","          -   ","          -   ","          -   ","  "
"J5LC5750102","J5LC","FLYTOUR AMEX","SAB","SAB","5750102","SAMANTHA","MARCIA","CORPORATE","CURITIBA","PR","SUL","3.454","          -   ","          -   ","          -   ","  "
"Q2CC5797679","Q2CC","FLYTOUR","SAB","SAB","5797679","SAMANTHA","ROSANA","CONSOLIDATOR","BRASILIA","DF","CENTRO-OESTE","7.636","          -   ","          -   ","          -   ","  "
"P7EC5751726","P7EC","FLYTOUR AMEX","SAB","SAB","5751726","SAMANTHA","WILLIAM","CORPORATE","RECIFE","PE","NORDESTE","4.599","          -   ","          -   ","          -   ","  "
"J3RC5797756","J3RC","FLYTOUR AMEX","SAB","SAB","5797756","SAMANTHA","WILLIAM","CORPORATE","BELEM","PA","NORTE","1.828","          -   ","          -   ","          -   ","  "
"Q0EC9633849","Q0EC","FLYTOUR AMEX","SAB","SAB","9633849","SAMANTHA","WILLIAM","CORPORATE","FORTALEZA","CE","NORDESTE","3.528","          -   ","          -   ","          -   ","  "
"Q2WC5797455","Q2WC","FLYTOUR AMEX","SAB","SAB","5797455","SAMANTHA","MARCIA","CORPORATE","FOZ DO IGUACU","PR","SUL","1.739","          -   ","          -   ","          -   ","  "
"WS1G5755474","WS1G","FLYTOUR AMEX","SAB","SAB","5755474","SAMANTHA","ROSANA","CORPORATE","BRASILIA","DF","CENTRO-OESTE","2.413","          -   ","          -   ","          -   ","  "
"0SCB5751763","0SCB","GAPNET","SAB","SAB","5751763","ROSANA","FERNANDA","CONSOLIDATOR","SALVADOR","BA","NORDESTE","20.770","          -   ","          -   ","          -   ","  "
"24WB5751954","24WB","GAPNET","SAB","SAB","5751954","ROSANA","ROSANA","CONSOLIDATOR","BELO HORIZONTE","MG","SUDESTE","24.052","          -   ","          -   ","          -   ","  "
"UH2C5752156","UH2C","GAPNET","SAB","SAB","5752156","ROSANA","SAMANTHA","CONSOLIDATOR","VITORIA","ES","SUDESTE","8.208","          -   ","          -   ","          -   ","  "
"A67B5751682","A67B","GAPNET","SAB","SAB","5751682","ROSANA","ROSANA","CONSOLIDATOR","BRASILIA","DF","CENTRO-OESTE","10.811","          -   ","          -   ","          -   ","  "
"S3JC5752016","S3JC","GAPNET","SAB","SAB","5752016","ROSANA","MARCELO","CONSOLIDATOR","MANAUS","AM","NORTE","5.978","          -   ","          -   ","          -   ","  "
"QW7A5751469","QW7A","GAPNET","SAB","SAB","5751469","ROSANA","WILLIAM","CONSOLIDATOR","RECIFE","PE","NORDESTE","5.538","          -   ","          -   ","          -   ","  "
"6JWB5751896","6JWB","GAPNET","SAB","SAB","5751896","ROSANA","ROSANA","CONSOLIDATOR","GOIANIA","GO","CENTRO-OESTE","4.457","          -   ","          -   ","          -   ","  "
"9KNB5751934","9KNB","GAPNET","SAB","SAB","5751934","ROSANA","MARCIA","CONSOLIDATOR","FLORIANOPOLIS","SC","SUL","5.295","          -   ","          -   ","          -   ","  "
"8XTF5751241","8XTF","GEMMA VIAGENS","SAB","SAB","5751241","WILLIAM","ROSANA","LEISURE","BELO HORIZONTE","MG","SUDESTE","4.918","          -   ","          -   ","          -   ","  "
"SAOB221B85756556","SAOB221B8","GRUPO AGUIA / B-CORPORATE","AMA","AMA","5756556","FERNANDA","WILLIAM","CORPORATE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"RECB2211B5751406","RECB2211B","HIGH LIGHT","AMA","AMA","5751406","FERNANDA","WILLIAM","CONSOLIDATOR","RECIFE","PE","NORDESTE","7.539","          -   ","          -   ","          -   ","  "
"6T195751101","6T19","INCOMUM VIAGENS","SAB","SAB","5751101","PROSPECT","DANIEL","TOUR OPERATOR","FLORIANOPOLIS","SC","SUL","7.316","          -   ","          -   ","          -   ","  "
"VIXB221055752886","VIXB22105","INTERCONTINENTAL","AMA","AMA","5752886","WILLIAM","WILLIAM","CONSOLIDATOR","VITORIA","ES","SUDESTE","11.529","          -   ","          -   ","          -   ","  "
